START;FINISH;PAIR;AVG-BUY;AVG-SELL;PERF-NO-FEE;GAIN-WITH-FEES
Thu Dec 20 2018 22:35:03 GMT+0100 (Central European Standard Time);Sun Dec 23 2018 10:57:12 GMT+0100 (Central European Standard Time);ETHBTC;0,02813;0,0318;13,046569498755787;0,114189164
Wed Dec 12 2018 17:52:14 GMT+0100 (Central European Standard Time);Thu Dec 20 2018 21:16:13 GMT+0100 (Central European Standard Time);EOSBTC;0,000566525;0,0006670749999999999;17,748554785755246;0,073290126
